,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,POPULATION,COUNTY,LATITUDE,LONGITUDE,NAICS_DESC,WEBSITE,LEVEL_,ENROLLMENT,Private
353,STILLPOINT SCHOOL,775 PARK ST,FRIDAY HARBOR,WA,98250,(360) 378-2331,16,SAN JUAN,48.534264262,-123.026261086,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903769,1,14,yes
354,VALLEY VIEW CHRISTIAN SCHOOL,9717 31ST AVE SE,EVERETT,WA,98208,(425) 337-8868,89,SNOHOMISH,47.909611346,-122.189714324,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903776,3,79,yes
355,DBA: WEST CHESTNUT ACADEMY,1214 W CHESTNUT AVE,YAKIMA,WA,98902,(509) 966-1632,77,YAKIMA,46.599376353,-120.56111861,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903778,3,70,yes
356,EARLY WORLD MONTESSORI,3027 80TH AVE SE,MERCER ISLAND,WA,98040,(206) 232-2400,16,KING,47.582815994,-122.232062597,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0971857,1,11,yes
357,LIFE ACADEMY OF PUGET SOUND,414 SW 312TH ST,FEDERAL WAY,WA,98023,(253) 839-7378,64,KING,47.32362759,-122.341965438,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0971908,3,57,yes
358,OPEN WINDOW SCHOOL,6128 168TH PL SE,BELLEVUE,WA,98006,(425) 747-2911,363,KING,47.547868725,-122.114333633,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9106840,1,332,yes
359,PEACEFUL VALLEY CHRISTIAN SCHOOL,32084 HWY 97 #D,TONASKET,WA,98855,(509) 486-4345,8,OKANOGAN,48.783652014,-119.398509615,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01463953,1,7,yes
360,ANNIE WRIGHT SCHOOLS,827 N TACOMA AVE,TACOMA,WA,98403,(253) 272-2216,566,PIERCE,47.26970176,-122.458970552,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01462009,3,486,yes
361,SLAVIC CHRISTIAN ACADEMY,7300 MACARTHUR BLVD,VANCOUVER,WA,98664,(360) 896-2602,133,CLARK,45.47004832,-122.554248698,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1101905,1,122,yes
362,CROSSPOINT,4012 CHICO WAY NW,BREMERTON,WA,98312,(360) 377-7700,345,KITSAP,47.599621021,-122.708368259,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1192099,3,316,yes
363,A WORLD DISCOVERY MONTESSORI SCHOOL,10814 7TH AVE SE,EVERETT,WA,98208,(425) 355-3180,16,SNOHOMISH,47.899673181,-122.223401389,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1171773,1,11,yes
364,ACADEMY FOR PRECISION LEARNING,"5031 UNIVERSITY WAY NE, #105",SEATTLE,WA,98105,(206) 427-0115,140,KING,47.665702606,-122.313633692,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1102324,3,127,yes
365,ACADEMY NORTHWEST,514 STATE AVE STE 108,MARYSVILLE,WA,98270,(206) 246-9227,328,SNOHOMISH,47.46888686,-122.343417157,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1102325,3,314,yes
366,BRIDGEWAY CHRISTIAN ACADEMY,858 W SMITH RD,BELLINGHAM,WA,98226,(360) 384-6500,27,WHATCOM,48.833951737,-122.528083098,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1102329,1,24,yes
367,CEDAR PARK CHRISTIAN SCHOOL - EVERETT CAMPUS,1300 21ST ST,EVERETT,WA,98201,(425) 337-6992,173,KING,47.879552267,-122.204756047,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1102330,1,162,yes
368,CEDAR PARK CHRISTIAN SCHOOLS,16300 112TH AVE NE,BOTHELL,WA,98011,(425) 488-9778,1433,KING,47.746670505,-122.189424942,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=02164817,3,1351,yes
369,CHESTNUT MONTESSORI SCHOOL,10723 NE 38TH PL,BELLEVUE,WA,98004,(425) 822-6001,47,KING,47.642685607,-122.196708941,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1102332,1,41,yes
370,CHILDRENS HOUSE MONTESSORI,1526 E 11TH AVE,SPOKANE,WA,99202,(509) 533-6363,5,SPOKANE,47.641817835,-117.434934786,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1171785,1,3,yes
371,EASTSIDE PREPARATORY SCHOOL,10613 NE 38TH PL,KIRKLAND,WA,98033,(425) 822-5668,481,KING,47.643293376,-122.198381507,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0503635,3,431,yes
372,BRIGHTMONT ACADEMY - SAMMAMISH,4588 KLAHANIE DR SE STE 401,ISSAQUAH,WA,98029,(425) 836-1600,35,KING,47.615653475,-122.036342554,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1102333,3,27,yes
373,FAITH BAPTIST CHRISTIAN ACADEMY,5714 29TH ST NE,TACOMA,WA,98422,(253) 927-7673,29,PIERCE,47.281834047,-122.370462822,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0110119,3,22,yes
374,FOOTHILLS CHRISTIAN SCHOOL,730 N 16TH ST,MOUNT VERNON,WA,98273,(360) 420-9749,63,SKAGIT,48.427346335,-122.306116055,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1102335,1,55,yes
375,KAPKA COOPERATIVE SCHOOL,510 N 49TH ST,SEATTLE,WA,98103,(206) 522-0350,67,KING,47.664464352,-122.352266842,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1102338,1,60,yes
376,KING OF KINGS LUTHERAN PRESCHOOL AND KINDERGARTEN,18207 108TH AVE SE,RENTON,WA,98055,(425) 255-8520,17,KING,47.439431456,-122.197869937,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=K9306251,1,16,yes
377,LAKEWOOD LUTHERAN SCHOOL,10202 112TH ST SW,LAKEWOOD,WA,98498,(253) 584-6024,34,PIERCE,47.155607637,-122.572088525,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1102339,1,32,yes
378,EASTRIDGE CHRISTIAN SCHOOL,24205 SE ISSAQUAH FALL CITY RD,ISSAQUAH,WA,98029,(425) 270-6329,13,KING,47.556288858,-122.016809685,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0740148,1,11,yes
379,MASON COUNTY CHRISTIAN SCHOOL,470 E EAGLE RIDGE DR,SHELTON,WA,98584,(360) 426-7616,93,MASON,47.237429628,-123.094383793,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01462927,3,85,yes
380,NORTHERN LIGHTS MONTESSORI SCHOOL,8460 160TH AVE NE,REDMOND,WA,98052,(425) 867-0622,48,KING,47.617561413,-122.146313107,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1102344,1,41,yes
381,NORTHLAKE MONTESSORI & CC,17511 BOTHELL WAY NE,BOTHELL,WA,98011,(425) 368-2444,7,KING,47.755673988,-122.212728401,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0971928,1,6,yes
382,OVERCOMER ACADEMY,33415 MILITARY RD S,AUBURN,WA,98001,(253) 886-5710,113,KING,47.301131101,-122.276117572,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1102345,1,104,yes
383,PACIFIC CREST SCHOOL,600 NW BRIGHT ST,SEATTLE,WA,98107,(206) 789-7889,170,KING,47.660268827,-122.364187265,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0740170,1,158,yes
384,PERKINS SCHOOL,9005 ROOSEVELT WAY NE,SEATTLE,WA,98115,(206) 526-8217,112,KING,47.694219983,-122.318107314,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9703600,1,99,yes
385,POPE JOHN PAUL II HIGH SCHOOL,5608 PACIFIC AVE SE,LACEY,WA,98503,(360) 438-7600,101,THURSTON,47.037266342,-122.808645847,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1102346,2,92,yes
386,PROVIDENCE CLASSICAL CHRISTIAN SCHOOL,18943 120TH AVE NE,BOTHELL,WA,98011,(425) 774-6622,240,KING,47.803472926,-122.258882365,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0702408,3,221,yes
387,SAGEBRUSH MONTESSORI SCHOOL,304 THAYER DR,RICHLAND,WA,99352,(509) 946-0778,23,BENTON,46.267430954,-119.289711396,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0308178,1,21,yes
388,SELAH COVENANT CHRISTIAN SCHOOL,560 MCGONAGLE RD,SELAH,WA,98942,(509) 697-6116,7,YAKIMA,46.671430334,-120.537080765,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1102354,1,6,yes
389,SMALL WORLD MONTESSORI,12810 35TH AVE SE,EVERETT,WA,98208,(425) 338-7771,6,SNOHOMISH,47.880968583,-122.18714139,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1171835,1,5,yes
390,UCIC SCHOOL,3727 240TH ST SE,BOTHELL,WA,98021,(425) 939-1133,128,SNOHOMISH,47.780380803,-122.182688676,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1102359,1,114,yes
391,VANCOUVER MONTESSORI SCHOOL,10316 NE 14TH ST,VANCOUVER,WA,98664,(360) 256-0872,14,CLARK,45.632305919,-122.56643227,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9504463,1,10,yes
392,WHIDBEY ISLAND WALDORF SCHOOL,6335 OLD PIETILA RD,CLINTON,WA,98236,(360) 341-5686,113,ISLAND,47.979810185,-122.405610147,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9504472,1,101,yes
393,IMAGINATION SCHOOL,14824 C ST S,TACOMA,WA,98444,(253) 535-2522,9,PIERCE,47.122387254,-122.438727792,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1102337,1,7,yes
394,DARTMOOR SCHOOLS,11812 N CREEK PKWY N STE 102,BOTHELL,WA,98011,(425) 482-9361,15,KING,47.775166991,-122.181423475,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=BB141102,2,10,yes
395,BELLEVUE CHRISTIAN MACK ELEMENTARY,18250 168TH PL NE,WOODINVILLE,WA,98072,(425) 454-4402,214,KING,47.758802699,-122.11464836,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=BB130545,1,198,yes
396,BLOSSOMING HILL MONTESSORI,23855 SE 216TH ST,MAPLE VALLEY,WA,98038,(425) 276-5649,40,KING,47.407904565,-122.0218308,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1390378,1,35,yes
397,CALVARY CHRISTIAN SCHOOL,10611 W CLEARWATER AVE,KENNEWICK,WA,99336,(509) 735-1002,174,BENTON,46.202435857,-119.252889704,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1303629,1,160,yes
398,CHRIST THE KING SCHOOL,1122 LONG AVE,RICHLAND,WA,99354,(509) 946-6158,397,BENTON,46.282699071,-119.285498535,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504011,1,373,yes
399,MAPLE VALLEY ELEMENTARY SCHOOL,16700 174TH AVE SE,RENTON,WA,98058,(425) 226-4640,86,KING,47.452974535,-122.111736293,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=BB130546,1,78,yes
400,HILLSIDE ACADEMY,26423 ALLEN ST,DUVALL,WA,98019,(425) 844-8608,72,KING,47.740703396,-121.985790732,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1303646,1,61,yes
401,LITTLE OAK MONTESSORI SCHOOL,1054 SE OAK ST,WHITE SALMON,WA,98672,(509) 281-1721,37,KLICKITAT,45.721856789,-121.474685122,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1303650,1,34,yes
402,MAKKAH ISLAMIC SCHOOL,3613 S JUNEAU ST,SEATTLE,WA,98118,(206) 434-9617,144,KING,47.54951131,-122.286634473,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1303653,1,131,yes
403,ST CECILIA CATHOLIC SCHOOL,1310 MADISON AVE N,BAINBRIDGE ISLAND,WA,98110,(206) 842-2017,74,KITSAP,47.636310581,-122.520501314,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504045,1,67,yes
404,STELLA MARIS ACADEMY,410 6TH AVE N,EDMONDS,WA,98020,(425) 268-2680,22,SNOHOMISH,47.814266973,-122.375217075,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1303683,3,17,yes
405,STERLING WEST SEATTLE CAMPUS,9205 3RD AVE SW,SEATTLE,WA,98106,(206) 214-1011,18,KING,47.520618587,-122.33920757,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1303684,3,16,yes
406,SEATTLE NATIVITY SCHOOL,2800 S MASSACHUSETTS ST,SEATTLE,WA,98144,(206) 494-4708,43,KING,47.588810137,-122.2964639,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=BB141104,1,39,yes
407,SONSHIP CHRISTIAN SCHOOL,24905 WITTE RD SE,MAPLE VALLEY,WA,98038,(425) 432-1980,9,KING,47.378715993,-122.049165011,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=BB141096,1,8,yes
408,DBA LEADERSHIP PREPARATORY ACADEMY,316 FOURTH AVE S,KIRKLAND,WA,98033,(425) 388-9071,31,KING,47.673067734,-122.201905746,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=BB141092,3,26,yes
409,ASIA PACIFIC LANGUAGE SCHOOL,14040 NE 8TH ST STE 302,BELLEVUE,WA,98007,(425) 641-1703,56,KING,47.617627242,-122.152098755,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=BB141089,3,47,yes
410,EMERSON HIGH SCHOOL,227 N FOURTH ST,MOUNT VERNON,WA,98273,(360) 336-2681,71,SKAGIT,48.4229207,-122.335550175,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=BB141084,2,61,yes
411,SAN JUAN MONTESSORI SCHOOL,1308 7TH ST,ANACORTES,WA,98221,(360) 293-9824,10,SKAGIT,48.516951249,-122.617890859,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=BB141082,1,8,yes
412,ST BRENDAN'S CATHOLIC CHURCH,10049 NE 195TH ST,BOTHELL,WA,98011,(425) 483-8300,199,KING,47.768944397,-122.20540921,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=BB130552,1,183,yes
413,WORLD CLASS ACADEMY,163 N MAIN ST,WHITE SALMON,WA,98672,(541) 908-5937,57,KLICKITAT,45.728566273,-121.486327381,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1301837,2,42,yes
414,METHOW VALLEY COMMUNITY SCHOOL,201 HWY 20 S,TWISP,WA,98856,(509) 997-4447,18,OKANOGAN,48.363884215,-120.123075937,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1592219,1,16,yes
415,EVERGREEN ACADEMY,3601 228TH AVE SE,ISSAQUAH,WA,98029,(425) 391-8743,3,KING,47.577157596,-122.038006516,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1592217,1,2,yes
416,BRIGHTON SCHOOL,21705 58TH AVE W,MOUNTLAKE TERRACE,WA,98043,(256) 405-7067,289,SNOHOMISH,47.801720542,-122.310123857,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1592215,1,267,yes
417,LAUREL ACADEMY,12700 35TH AVE NE,SEATTLE,WA,98125,(206) 522-5992,27,KING,47.72117979,-122.290188256,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1303622,1,23,yes
418,ENLIGHTIUM ACADEMY,1330 N WASHINGTON ST STE 5050,SPOKANE,WA,99201,(509) 319-2408,1705,SPOKANE,47.669705287,-117.416514836,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504014,3,1679,yes
419,FIRST LUTHERAN PRESCHOOL & KINDERGARTEN,18354 8TH AVE NW,SHORELINE,WA,98177,(206) 546-0320,8,KING,47.762941344,-122.366029163,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504017,1,7,yes
420,GRACE CHRISTIAN ACADEMY,35 N CLARK AVE,REPUBLIC,WA,99166,(509) 994-1458,41,FERRY,48.648117482,-118.738553905,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1303644,3,35,yes
421,MAYFLOWER CHRISTIAN SCHOOL,300 N SECOND ST,ROSLYN,WA,98941,(509) 649-2603,11,KITTITAS,47.224239455,-120.996099362,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504022,1,9,yes
422,MONARCH ACADEMY,1465 POPLAR ST,CLARKSTON,WA,99403,(509) 758-7995,26,ASOTIN,46.417899989,-117.067481287,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504024,1,24,yes
423,NORTH COUNTRY CHRISTIAN SCHOOL,737 MARY ANN CREEK RD,OROVILLE,WA,98844,(509) 485-2011,11,OKANOGAN,48.938677784,-119.095930523,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504026,3,10,yes
424,NORTH SEATTLE FRENCH SCHOOL,2852 NW 74TH ST,SEATTLE,WA,98117,(206) 403-0781,62,KING,47.719261201,-122.321728447,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504027,1,54,yes
425,NORTHLAKE ACADEMY,12931 NE 126TH PL,KIRKLAND,WA,98034,(425) 889-4444,65,KING,47.713116332,-122.167569455,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504028,1,48,yes
426,OAKRIDGE RANCH - MONTESSORI FARM SCHOOL,11002 ORCHARD AVE,YAKIMA,WA,98908,(509) 966-1080,35,YAKIMA,46.595423797,-120.659364653,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504034,1,32,yes
427,PACIFIC LEARNING ACADEMY,22525 SE 64TH PL,ISSAQUAH,WA,98027,(425) 562-3545,31,KING,47.543844159,-122.038920971,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1303663,2,29,yes
428,PARAMOUNT CHRISTIAN ACADEMY,3816 COLLEGE ST SE,LACEY,WA,98503,(360) 878-8915,39,THURSTON,47.012149774,-122.822437111,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504035,1,33,yes
429,RAINIER CHRISTIAN SCHOOLS-KENT VIEW ELEMENTARY,20 49TH ST NE,AUBURN,WA,98002,(253) 852-5145,161,KING,47.350452423,-122.229733046,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504039,1,149,yes
430,RIVERDAY SCHOOL,1627 E TRENT AVE,SPOKANE,WA,99202,(509) 326-6595,27,SPOKANE,47.662215054,-117.386117607,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1303669,1,23,yes
431,SAGEBRUSH ELEMENTARY SCHOOL,507 WRIGHT AVE,RICHLAND,WA,99352,(509) 713-7322,45,BENTON,46.272145872,-119.297612315,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504041,1,43,yes
432,SALVATION CHRISTIAN ACADEMY,10622 8TH ST E,EDGEWOOD,WA,98372,(253) 952-7163,181,PIERCE,47.249310143,-122.287609699,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504042,3,158,yes
433,SEATTLE AMISTAD SCHOOL,1625 19TH AVE,SEATTLE,WA,98122,(206) 325-3172,91,KING,47.616334214,-122.307952609,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1303673,1,85,yes
434,EVERGREEN CHRISTIAN PRIVATE SCHOOL,3405 S 336TH ST,FEDERAL WAY,WA,98001,(253) 880-1021,99,KING,47.300006979,-122.288184537,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504044,1,91,yes
435,SONSHINE CHRISTIAN ELEMENTARY,11208 NE HAZEL DELL AVE,VANCOUVER,WA,98685,(360) 574-5307,56,CLARK,45.70291243,-122.669796791,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1303678,1,52,yes
436,SPANISH WITH SARAH,2204 NE BIRCH ST,CAMAS,WA,98607,(360) 990-1585,51,CLARK,45.595208093,-122.407331743,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1303680,1,44,yes
437,THE LAKE AND PARK SCHOOL,3201 HUNTER BLVD S,SEATTLE,WA,98144,(206) 721-3480,70,KING,47.574985101,-122.285514454,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1303688,1,62,yes
438,THE PHOENIX RISING SCHOOL,13411 CEDAR GROVE LN SE,RAINIER,WA,98576,(360) 446-1500,35,THURSTON,46.900237569,-122.65940193,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504052,1,32,yes
439,UNITED SEATTLE & BELLEVUE KOREAN SCHOOL,2400 NE 147TH ST,SHORELINE,WA,98155,(506) 795-9010,191,KING,47.736060769,-122.303193153,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504055,3,173,yes
440,LAKESHORE MONTESSORI SCHOOL,4803 NE 15TH AVE,VANCOUVER,WA,98663,(360) 573-4103,11,CLARK,45.656087853,-122.655411616,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=BB182788,1,7,yes
